사건번호,용도,LTV_광주,LTV_전북,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기,기간구분
대전 5계 2016-103033,아파트,아파트,아파트,대전,동구,대전 동구 홍도동 14-1 홍도 104동 12층 1204호,"130,000,000","130,000,000",낙찰,"133,000,000",102.3%,2021-06-16,2021_2Q,3
대전 8계 2017-17290(4),근린상가,근린상가,근린상가,대전,서구,"대전 서구 가수원동 851 ,852 오아시스타워 1동 3층 301호","1,910,000,000","935,900,000",낙찰,"958,700,000",50.2%,2021-06-14,2021_2Q,3
대전 7계 2018-3878(2),근린상가,근린상가,근린상가,대전,서구,대전 서구 둔산동 1081 향촌월드프라자 9층 901호,"170,000,000","83,300,000",낙찰,"109,000,000",64.1%,2021-04-06,2021_2Q,3
대전 7계 2018-3878(3),근린상가,근린상가,근린상가,대전,서구,대전 서구 둔산동 1081 향촌월드프라자 9층 907호,"390,000,000","191,100,000",낙찰,"251,000,000",64.4%,2021-04-06,2021_2Q,3
대전 7계 2018-3878(4),근린상가,근린상가,근린상가,대전,서구,대전 서구 둔산동 1081 향촌월드프라자 9층 908호,"130,000,000","63,700,000",낙찰,"84,100,000",64.7%,2021-04-06,2021_2Q,3
대전 7계 2018-3878(5),근린상가,근린상가,근린상가,대전,서구,대전 서구 둔산동 1081 향촌월드프라자 9층 909호,"310,000,000","151,900,000",낙찰,"201,000,000",64.8%,2021-04-06,2021_2Q,3
대전 7계 2018-3878(6),근린상가,근린상가,근린상가,대전,서구,대전 서구 둔산동 1081 향촌월드프라자 10층 1001호,"2,590,000,000","1,269,100,000",낙찰,"1,391,000,000",53.7%,2021-04-06,2021_2Q,3
대전 7계 2018-3878(7),근린상가,근린상가,근린상가,대전,서구,대전 서구 둔산동 1081 향촌월드프라자 8층 802호,"1,570,000,000","769,300,000",낙찰,"951,000,000",60.6%,2021-04-06,2021_2Q,3
대전 8계 2018-14458(2),오피스텔(상가),근린상가,오피스텔(업무용),대전,서구,대전 서구 탄방동 707 나비가아르누보팰리스 2층 222호,"2,050,000,000","1,004,500,000",낙찰,"1,416,990,000",69.1%,2021-04-05,2021_2Q,3
대전 8계 2018-14458(3),오피스텔,오피스텔,오피스텔(업무용),대전,서구,대전 서구 탄방동 707 나비가아르누보팰리스 2층 215호,"2,872,000,000","985,096,000",낙찰,"1,680,000,000",58.5%,2021-05-10,2021_2Q,3
대전 8계 2018-14458(6),오피스텔(상가),근린상가,오피스텔(업무용),대전,서구,대전 서구 탄방동 707 나비가아르누보팰리스 2층 208호,"227,000,000","77,861,000",낙찰,"115,000,000",50.7%,2021-05-10,2021_2Q,3
대전 7계 2018-108292,다세대,다세대주택,다세대,대전,중구,대전 중구 문화동 572-6 연흥목화빌라 가동 2층 201호,"120,000,000","84,000,000",낙찰,"92,888,888",77.4%,2021-06-15,2021_2Q,3
대전 1계 2019-6195,대지,나대지,나대지,대전,동구,대전 동구 성남동 155-20,"48,961,580","34,273,000",낙찰,"52,699,999",107.6%,2021-06-07,2021_2Q,3
대전 7계 2019-8405,다가구,다가구,다가구,대전,서구,대전 서구 가장동 39-57,"931,017,760","456,198,000",낙찰,"955,000,000",102.6%,2021-06-15,2021_2Q,3
대전 5계 2019-12831(1),전,전,전,대전,서구,대전 서구 원정동 319,"3,861,550","927,000",낙찰,"1,110,000",28.7%,2021-06-16,2021_2Q,3
대전 7계 2019-13506,다세대,다세대주택,다세대,대전,동구,대전 동구 자양동 109-4 2층 203호,"32,000,000","15,680,000",낙찰,"19,769,999",61.8%,2021-06-15,2021_2Q,3
대전 3계 2019-13971,아파트,아파트,아파트,대전,대덕구,대전 대덕구 송촌동 291-9 흥일 2층 207호,"47,000,000","5,530,000",낙찰,"15,000,000",31.9%,2021-05-17,2021_2Q,3
대전 1계 2019-15830,아파트,아파트,아파트,대전,동구,대전 동구 인동 29-2 모닝빌 12층 1211호,"161,000,000","112,700,000",낙찰,"150,999,000",93.8%,2021-06-07,2021_2Q,3
대전 8계 2019-16208,근린상가,근린상가,근린상가,대전,서구,대전 서구 탄방동 746 로데오타운 203호,"180,000,000","43,218,000",낙찰,"63,396,000",35.2%,2021-04-05,2021_2Q,3
대전 1계 2019-16215,근린상가,근린상가,근린상가,대전,서구,대전 서구 탄방동 746 로데오타운 202호,"180,000,000","43,218,000",낙찰,"67,589,000",37.5%,2021-05-03,2021_2Q,3
대전 3계 2019-17218,다가구,다가구,다가구,대전,서구,대전 서구 가장동 56-40,"587,004,120","287,632,000",낙찰,"386,907,000",65.9%,2021-04-12,2021_2Q,3
대전 5계 2019-17430,아파트,아파트,아파트,대전,유성구,대전 유성구 송강동 200-1 한솔 101동 5층 507호,"180,000,000","126,000,000",낙찰,"226,111,117",125.6%,2021-05-12,2021_2Q,3
대전 5계 2019-17614,임야,임야,임야,대전,대덕구,대전 대덕구 비래동 18-32,"324,536,000","227,175,000",낙찰,"262,400,000",80.9%,2021-06-16,2021_2Q,3
대전 2계 2019-17898,차량,기타토지,기타토지,대전,중구,대전 중구 중촌동 265-4 영광주차장(042-253-2467)내 보관(제3자 이선제에게 보관),"18,000,000","12,600,000",낙찰,"13,890,000",77.2%,2021-04-26,2021_2Q,3
대전 3계 2019-18006(6),숙박시설,숙박시설,숙박시설,대전,유성구,대전 유성구 봉명동 665-2 어울림 7층 702호,"123,000,000","42,189,000",낙찰,"56,100,000",45.6%,2021-05-17,2021_2Q,3
대전 7계 2019-104648,단독주택,단독,단독주택,대전,서구,대전 서구 변동 254-326,"523,393,600","366,376,000",낙찰,"412,000,000",78.7%,2021-04-06,2021_2Q,3
대전 8계 2019-107296,임야,임야,임야,대전,동구,대전 동구 이사동 산13-2,"404,990,200","97,238,000",낙찰,"103,270,000",25.5%,2021-05-10,2021_2Q,3
대전 4계 2019-109995,주상복합(주거),기타토지,기타토지,대전,대덕구,대전 대덕구 신탄진동 175-29 거성 가동 2층 202호,"89,000,000","62,300,000",낙찰,"86,590,000",97.3%,2021-03-30,2021_1Q,3
대전 4계 2019-111318,근린상가,근린상가,근린상가,대전,동구,"대전 동구 원동 63-4 외34 1,2,3,4,5층호내 31호","70,989,100","34,784,000",낙찰,"41,000,000",57.8%,2021-05-04,2021_2Q,3
대전 4계 2019-111530,아파트,아파트,아파트,대전,중구,"대전 중구 오류동 175-1 ,175 삼성 28동 13층 1308호","487,000,000","487,000,000",낙찰,"492,000,000",101.0%,2021-06-08,2021_2Q,3
대전 9계 2019-111790(3),임야,임야,임야,대전,서구,대전 서구 봉곡동 산11-52,"130,518,000","44,768,000",낙찰,"66,300,000",50.8%,2021-04-27,2021_2Q,3
대전 9계 2019-111790(4),임야,임야,임야,대전,서구,대전 서구 산직동 산2-1,"542,681,600","186,140,000",낙찰,"225,000,000",41.5%,2021-04-27,2021_2Q,3
대전 4계 2020-612,근린주택,근린주택,근린주택,대전,서구,대전 서구 내동 162-8,"772,451,560","540,716,000",낙찰,"689,999,000",89.3%,2021-05-04,2021_2Q,3
대전 6계 2020-629,다세대,다세대주택,다세대,대전,서구,대전 서구 정림동 421 드림愛3차 1동 5층 501호,"206,000,000","100,940,000",낙찰,"145,300,000",70.5%,2021-04-28,2021_2Q,3
대전 7계 2020-636,근린상가,근린상가,근린상가,대전,서구,대전 서구 정림동 421 드림애 1동 1층 101호,"500,000,000","245,000,000",낙찰,"333,000,000",66.6%,2021-04-06,2021_2Q,3
대전 7계 2020-1189,답,답,답,대전,유성구,대전 유성구 방동 345,"605,056,000","296,477,000",낙찰,"382,000,000",63.1%,2021-04-06,2021_2Q,3
대전 5계 2020-1516,아파트,아파트,아파트,대전,서구,대전 서구 갈마동 313-21 시티팰리스 102동 3층 301호,"139,000,000","68,110,000",낙찰,"95,099,999",68.4%,2021-04-07,2021_2Q,3
대전 6계 2020-1714,답,답,답,대전,서구,대전 서구 우명동 88,"114,594,200","114,594,200",낙찰,"203,100,000",177.2%,2021-06-02,2021_2Q,3
대전 2계 2020-2021,차량,기타토지,기타토지,대전,중구,대전 중구 중촌동 265-4 영광주차장(042-253-2467)내 보관(제3자 이은문에게 보관),"29,800,000","20,860,000",낙찰,"27,611,000",92.7%,2021-05-31,2021_2Q,3
대전 7계 2020-2113,오피스텔,오피스텔,오피스텔(업무용),대전,유성구,"대전 유성구 지족동 885-1 ,-2 동아힐하우스 5층 505호","49,000,000","24,010,000",낙찰,"31,999,990",65.3%,2021-05-11,2021_2Q,3
대전 4계 2020-2335,근린주택,근린주택,근린주택,대전,대덕구,대전 대덕구 신탄진동 131-14,"757,782,660","371,314,000",낙찰,"393,300,000",51.9%,2021-05-04,2021_2Q,3
대전 6계 2020-2793,아파트형공장,공장(지식산업센터 업무시설),공장,대전,유성구,대전 유성구 용산동 533-1 미건테크노월드2차 3층 306호,"887,000,000","620,900,000",낙찰,"855,270,000",96.4%,2021-06-02,2021_2Q,3
대전 7계 2020-3000,다세대,다세대주택,다세대,대전,중구,"대전 중구 대사동 197-158 ,-159 성심전원빌리지 3층 302호","111,000,000","54,390,000",낙찰,"83,110,000",74.9%,2021-04-06,2021_2Q,3
대전 1계 2020-3024,연립,연립주택,연립·빌라,대전,동구,대전 동구 용운동 432-6 청우아트빌 4층 406호,"129,000,000","63,210,000",낙찰,"85,330,000",66.1%,2021-03-29,2021_1Q,3
대전 5계 2020-3079(1),전,전,전,대전,대덕구,대전 대덕구 법동 141-3,"2,357,495,000","1,650,247,000",낙찰,"1,880,880,000",79.8%,2021-06-16,2021_2Q,3
대전 5계 2020-3079(2),전,전,전,대전,대덕구,대전 대덕구 법동 141-4,"87,360,000","87,360,000",낙찰,"150,010,000",171.7%,2021-05-12,2021_2Q,3
대전 2계 2020-3871,차량,기타토지,기타토지,대전,중구,"대전 중구 중촌동 265-4 영광주차장(이선제,042-253-2467)내 보관(집행관 이덕구에게 보관)","9,500,000","6,650,000",낙찰,"7,695,000",81.0%,2021-05-31,2021_2Q,3
대전 5계 2020-4010,다세대,다세대주택,다세대,대전,중구,대전 중구 석교동 287-40 해오름파크빌 4층 401호,"70,000,000","34,300,000",낙찰,"42,077,000",60.1%,2021-04-07,2021_2Q,3
대전 2계 2020-4102,차량,기타토지,기타토지,대전,중구,"대전 중구 중촌동 265-4 영광주차장(이선제,042-253-2467)내 보관(집행관 이덕구에게 보관)","14,000,000","14,000,000",낙찰,"14,790,000",105.6%,2021-05-31,2021_2Q,3
대전 5계 2020-4362,근린주택,근린주택,근린주택,대전,서구,"대전 서구 용문동 260-37 ,-51","1,047,505,720","733,254,000",낙찰,"871,100,000",83.2%,2021-04-07,2021_2Q,3
대전 9계 2020-4546(1),근린상가,근린상가,근린상가,대전,대덕구,대전 대덕구 중리동 362-1 럭키스포츠프라자 9층 F-901호,"232,000,000","113,680,000",낙찰,"153,000,000",65.9%,2021-04-27,2021_2Q,3
대전 2계 2020-4744,차량,기타토지,기타토지,대전,중구,대전 중구 중촌동 265-4 영광주차장내 보관(보관보조자 이선제 042-253-2467)(집행관이덕구에게보관),"29,000,000","20,300,000",낙찰,"23,960,000",82.6%,2021-04-26,2021_2Q,3
대전 8계 2020-4782,아파트,아파트,아파트,대전,유성구,대전 유성구 봉명동 648-2 아트하우스 4층 403호,"103,000,000","50,470,000",낙찰,"59,333,333",57.6%,2021-05-10,2021_2Q,3
대전 1계 2020-4805(2),임야,임야,임야,대전,서구,대전 서구 오동 산48,"130,584,300","130,584,300",낙찰,"138,500,000",106.1%,2021-05-03,2021_2Q,3
대전 5계 2020-4829,근린주택,근린주택,근린주택,대전,동구,대전 동구 홍도동 4-10,"1,250,532,650","875,373,000",낙찰,"956,543,000",76.5%,2021-04-07,2021_2Q,3
대전 7계 2020-5099,근린주택,근린주택,근린주택,대전,중구,대전 중구 유천동 297-47,"1,215,630,400","850,941,000",낙찰,"1,103,999,999",90.8%,2021-04-06,2021_2Q,3
대전 7계 2020-5440,근린상가,근린상가,근린상가,대전,유성구,대전 유성구 구암동 628-9 1호,"1,075,341,520","1,075,341,520",낙찰,"1,401,800,000",130.4%,2021-06-15,2021_2Q,3
대전 7계 2020-5600,다가구,다가구,다가구,대전,동구,대전 동구 자양동 117-7,"981,689,470","481,028,000",낙찰,"600,111,000",61.1%,2021-05-11,2021_2Q,3
대전 5계 2020-5686,아파트,아파트,아파트,대전,동구,대전 동구 용운동 363 삼정하이츠타운 1동 5층 507호,"101,000,000","70,700,000",낙찰,"80,787,880",80.0%,2021-04-07,2021_2Q,3
대전 8계 2020-5907(1),근린상가,근린상가,근린상가,대전,유성구,"대전 유성구 관평동 940 ,941,942 디티비안-에스 1층 B104호","1,050,000,000","735,000,000",낙찰,"741,999,990",70.7%,2021-06-14,2021_2Q,3
대전 8계 2020-5907(2),근린상가,근린상가,근린상가,대전,유성구,"대전 유성구 관평동 940 ,941,942 디티비안-에스 2층 B204호","500,000,000","350,000,000",낙찰,"362,990,000",72.6%,2021-06-14,2021_2Q,3
대전 4계 2020-6085,아파트,아파트,아파트,대전,동구,대전 동구 인동 29-2 모닝빌 2층 206호,"155,000,000","108,500,000",낙찰,"135,990,000",87.7%,2021-03-30,2021_1Q,3
대전 6계 2020-6108,전,전,전,대전,동구,대전 동구 소호동 84-2,"89,358,000","43,786,000",낙찰,"45,240,000",50.6%,2021-04-28,2021_2Q,3
대전 7계 2020-6115,단독주택,단독,단독주택,대전,중구,대전 중구 옥계동 21-15,"107,848,740","75,494,000",낙찰,"88,880,000",82.4%,2021-04-06,2021_2Q,3
대전 2계 2020-6153,차량,기타토지,기타토지,대전,중구,"대전 중구 중촌동 265-4 영광주차장,이선제(042-253-2467) 보관(집행관 이덕구에게 보관)","7,500,000","3,675,000",낙찰,"4,899,900",65.3%,2021-05-31,2021_2Q,3
대전 5계 2020-6191,근린주택,근린주택,근린주택,대전,동구,대전 동구 용전동 165-8,"1,613,589,150","1,129,512,000",낙찰,"1,411,000,000",87.4%,2021-04-07,2021_2Q,3
대전 2계 2020-6276,차량,기타토지,기타토지,대전,중구,대전 중구 중촌동 265-4 영광주차장내 보관(보관보조자 이선제 042-253-2467)(집행관김주호에게보관),"18,500,000","12,950,000",낙찰,"15,010,000",81.1%,2021-04-26,2021_2Q,3
대전 4계 2020-6368,아파트,아파트,아파트,대전,동구,대전 동구 홍도동 14-1 홍도 103동 1층 107호,"87,000,000","60,900,000",낙찰,"63,280,000",72.7%,2021-03-30,2021_1Q,3
대전 3계 2020-6429,대지,나대지,나대지,대전,동구,대전 동구 상소동 682-1,"142,417,000","99,692,000",낙찰,"107,100,000",75.2%,2021-04-12,2021_2Q,3
대전 7계 2020-7095,아파트,아파트,아파트,대전,동구,대전 동구 가양동 169-10 옥수 1동 6층 606호,"50,000,000","24,500,000",낙찰,"32,050,000",64.1%,2021-05-11,2021_2Q,3
대전 5계 2020-7156,다세대,다세대주택,다세대,대전,대덕구,대전 대덕구 덕암동 71-1 A동 3층 302호,"53,000,000","37,100,000",낙찰,"41,234,000",77.8%,2021-05-12,2021_2Q,3
대전 5계 2020-7231,근린주택,근린주택,근린주택,대전,중구,대전 중구 용두동 71-12,"1,455,583,800","1,018,909,000",낙찰,"1,300,001,000",89.3%,2021-04-07,2021_2Q,3
대전 6계 2020-7392(1),다가구,다가구,다가구,대전,서구,대전 서구 괴정동 75-24 KM빌,"1,047,175,000","513,116,000",낙찰,"622,200,000",59.4%,2021-06-02,2021_2Q,3
대전 6계 2020-7392(2),근린주택,근린주택,근린주택,대전,유성구,대전 유성구 노은동 499-8,"1,212,962,160","849,074,000",낙찰,"883,300,000",72.8%,2021-04-28,2021_2Q,3
대전 2계 2020-7552,차량,기타토지,기타토지,대전,중구,대전 중구 중촌동 265-4 영광주차장내 보관(보관보조자 이선제 042-253-2467)(집행관김주호에게보관),"11,000,000","7,700,000",낙찰,"7,815,000",71.0%,2021-04-26,2021_2Q,3
대전 5계 2020-7620,근린상가,근린상가,근린상가,대전,대덕구,대전 대덕구 와동 346-35 1동,"4,833,700,260","3,383,590,000",낙찰,"4,825,000,000",99.8%,2021-06-16,2021_2Q,3
대전 7계 2020-7798,다세대,다세대주택,다세대,대전,대덕구,대전 대덕구 비래동 132-18 삼덕빌라 가동 2층 202호,"77,000,000","26,411,000",낙찰,"26,411,000",34.3%,2021-06-15,2021_2Q,3
대전 4계 2020-7804,주상복합(상가),기타토지,기타토지,대전,유성구,대전 유성구 봉명동 469-46 유성자이 2층 203호,"610,000,000","298,900,000",낙찰,"471,000,000",77.2%,2021-05-04,2021_2Q,3
대전 7계 2020-7958,임야,임야,임야,대전,대덕구,대전 대덕구 법동 산10-1,"102,706,310","50,326,000",낙찰,"50,500,000",49.2%,2021-05-11,2021_2Q,3
대전 7계 2020-8104,연립,연립주택,연립·빌라,대전,중구,"대전 중구 옥계동 31-5 ,-6,-7 휴앤빌리지 2층 204호","192,000,000","65,856,000",낙찰,"89,680,000",46.7%,2021-06-15,2021_2Q,3
대전 2계 2020-8371,차량,기타토지,기타토지,대전,중구,대전 중구 중촌동 265-4 영광주차장내 보관(보관보조자 이선제 042-253-2467)(집행관조연기에게보관),"10,000,000","10,000,000",낙찰,"10,500,000",105.0%,2021-04-26,2021_2Q,3
대전 7계 2020-8395,오피스텔(상가),근린상가,오피스텔(업무용),대전,서구,대전 서구 탄방동 743 하이플러스 3층 302호,"107,000,000","52,430,000",낙찰,"60,288,000",56.3%,2021-05-11,2021_2Q,3
대전 6계 2020-8463,전,전,전,대전,유성구,대전 유성구 구룡동 226-1,"409,959,000","258,974,000",낙찰,"311,380,000",76.0%,2021-04-28,2021_2Q,3
대전 2계 2020-8500,차량,기타토지,기타토지,대전,서구,대전 서구 둔산동 1389 변호사회관빌딩지하3층주차장내 보관(채권자대리인김용익에게보관010-3410-3741),"5,500,000","3,850,000",낙찰,"4,620,000",84.0%,2021-04-26,2021_2Q,3
대전 6계 2020-8555,대지,나대지,나대지,대전,중구,대전 중구 선화동 235-20,"207,289,500","207,289,500",낙찰,"532,990,000",257.1%,2021-06-02,2021_2Q,3
대전 1계 2020-8784,숙박시설,숙박시설,숙박시설,대전,서구,대전 서구 둔산동 1313 블루샵 7층 704호,"59,000,000","20,237,000",낙찰,"23,100,000",39.2%,2021-06-07,2021_2Q,3
대전 5계 2020-8814,아파트,아파트,아파트,대전,유성구,대전 유성구 전민동 464-1 엑스포 101동 3층 304호,"351,000,000","171,990,000",낙찰,"191,150,000",54.5%,2021-06-16,2021_2Q,3
