사건번호,용도,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일
창원 6계 2001-1160(2),빌딩,경남 김해시 외동 1252-3 혜민빌딩 501호,"292,000,000","149,504,000",낙찰(1/2),"177,900,000",60.9%,2001.11.13
창원 6계 2001-1160(3),근린상가,경남 창원시 마산합포구 추산동 7-2,"1,605,272,780","657,519,730",낙찰(4/5),"700,030,000",43.6%,2001.10.11
창원 7계 2001-1177,다세대,경남 김해시 지내동 273-12 가야아트빌라 B동 501호,"52,000,000","41,600,000",낙찰(3/5),"41,770,000",80.3%,2001.09.06
창원 10계 2001-1207,단독주택,경남 창원시 마산회원구 구암동 282-11,"84,738,280","54,232,490",낙찰(2/3),"93,100,000",109.9%,2001.07.30
창원 6계 2001-1276,대지,경남 창원시 마산합포구 반월동 45-4,"35,518,000","35,518,000",취하(0/0),0,0%,2001.07.10
창원 7계 2001-1283,단독주택,경남 창원시 진해구 경화동 206,"56,512,580","36,168,040",낙찰(2/3),"47,080,000",83.3%,2001.08.02
창원 1계 2001-1337,대지,경남 창원시 성산구 대방동 332-3,"213,390,000","109,255,680",낙찰(3/4),"121,220,000",56.8%,2001.10.05
창원 3계 2001-1351,공장,경남 창원시 진해구 남양동 35-25,"2,721,322,880","1,741,646,640",낙찰(2/3),"1,819,100,000",66.8%,2001.07.31
창원 5계 2001-1375(1),아파트,경남 김해시 어방동 718-3 구륙하이츠빌라 401호,"94,000,000","60,160,000",취하(2/2),0,0%,2001.10.29
창원 5계 2001-1375(2),아파트,경남 김해시 어방동 722-18 태황빌리지 401호,"53,000,000","33,920,000",취하(2/2),0,0%,2001.10.29
창원 7계 2001-1399,다세대,경남 김해시 삼정동 200-16 외 6필지 건일빌라 201호,"56,000,000","35,840,000",낙찰(2/3),"40,600,000",72.5%,2001.11.02
창원 10계 2001-1429,단독주택,경남 창원시 의창구 명서동 116-7,"237,942,080","190,353,660",낙찰(1/2),"201,110,000",84.5%,2001.10.25
창원 9계 2001-1436,근린상가,경남 김해시 부원동 775,"765,871,140","392,126,010",낙찰(3/4),"488,470,000",63.8%,2001.10.12
창원 3계 2001-1467,답,경남 창원시 마산합포구 진동면 교동리 672-1,"145,174,000","74,329,080",낙찰(3/4),"90,000,000",62.0%,2001.07.31
창원 4계 2001-1474,공장,경남 창원시 성산구 성주동 45-2 지상 1호,"447,057,680","228,893,520",낙찰(3/4),"274,000,000",61.3%,2001.09.05
창원 7계 2001-1504,공장,경남 김해시 진영읍 죽곡리 4-1,"3,341,985,260","2,138,870,560",낙찰(2/3),"2,555,100,000",76.5%,2001.12.03
창원 5계 2001-1597,단독주택,경남 창원시 마산합포구 추산동 54-11 제1호,"78,862,200","40,377,440",낙찰(3/4),"40,900,000",51.9%,2001.08.03
창원 7계 2001-1610,아파트,경남 창원시 성산구 대방동 375 대방2차덕산타운 207동 304호,"98,000,000","78,400,000",낙찰(1/2),"97,140,000",99.1%,2001.12.03
창원 8계 2001-1627,답,경남 창원시 의창구 동정동 81-2,"25,056,000","16,035,840",낙찰(2/3),"16,570,000",66.1%,2001.11.07
창원 9계 2001-1634,답,경남 함안군 칠서면 태곡리 703,"15,400,000","9,856,000",취소(2/2),0,0%,2001.12.17
창원 9계 2001-1658,답,경남 창원시 진해구 가주동 404-1,"151,424,000","77,529,080",낙찰(3/4),"88,100,000",58.2%,2001.10.12
창원 2계 2001-1672,답,경남 김해시 한림면 명동리 818-3,"795,077,800","508,849,790",낙찰(2/3),"600,600,000",75.5%,2001.08.24
창원 10계 2001-1757,대지,경남 창원시 마산합포구 상남동 176-18,"23,100,000","4,844,410",낙찰(7/8),"5,000,000",21.6%,2001.11.28
창원 9계 2001-1764,단독주택,경남 창원시 의창구 봉곡동 71-1,"209,669,340","134,188,370",낙찰(2/3),"143,100,000",68.3%,2001.09.14
창원 3계 2001-1795(1),답,경남 함안군 칠원읍 구성리 405-2,"9,503,000","4,865,530",낙찰(3/4),"5,100,000",53.7%,2001.11.30
창원 3계 2001-1795(2),단독주택,경남 창원시 마산회원구 구암동 269-12,"86,848,500","55,583,040",낙찰(2/3),"65,200,000",75.1%,2001.10.30
창원 4계 2001-1801,대지,경남 김해시 동상동 271-13,"53,460,000","27,371,520",낙찰(3/4),"28,100,000",52.6%,2001.07.26
창원 6계 2001-1825,과수원,경남 김해시 진영읍 우동리 300-1,"132,043,200","67,606,200",낙찰(3/5),"77,500,000",58.7%,2001.09.03
창원 1계 2001-1870,답,경남 함안군 법수면 강주리 51,"37,452,000","23,969,280",취소(3/3),0,0%,2001.10.29
창원 3계 2001-1900(1),답,경남 창원시 의창구 동읍 석산리 176,"42,803,000","34,242,400",취하(1/1),0,0%,2001.08.30
창원 3계 2001-1900(2),대지,경남 창원시 의창구 동읍 석산리 277,"6,370,000","5,096,000",취하(1/1),0,0%,2001.08.30
창원 6계 2001-1931,답,경남 김해시 진영읍 여래리 631-10,"13,140,000","10,512,000",취하(1/1),0,0%,2001.07.10
창원 10계 2001-1979,아파트,경남 김해시 동상동 716-1 동광아파트 503호,"30,000,000","19,200,000",낙찰(2/3),"23,400,000",78.0%,2001.08.29
창원 4계 2001-2026,전,경남 함안군 군북면 사도리 319,"45,487,500","14,905,340",낙찰(5/6),"15,010,000",33.0%,2001.11.21
창원 5계 2001-2033,근린주택,경남 창원시 마산합포구 산호동 208-14,"329,471,600","168,689,450",낙찰(3/4),"187,700,000",57.0%,2001.08.03
창원 6계 2001-2040,답,경남 함안군 함안면 강명리 513,"22,932,000","18,345,600",낙찰(1/2),"18,500,000",80.7%,2001.08.09
창원 7계 2001-2078,아파트,경남 창원시 마산합포구 해운동 37-4 대동시코아상가아파트 1603호,"74,000,000","59,200,000",유찰(2/2),0,0%,2001.10.04
창원 2계 2001-2095,아파트,경남 김해시 봉황동 119-2 성산맨션 104호,"48,000,000","38,400,000",취하(1/1),0,0%,2001.07.24
창원 5계 2001-2149,연립,경남 김해시 삼방동 562-4 장미빌라 B동 301호,"53,000,000","33,920,000",낙찰(2/3),"38,100,000",71.9%,2001.08.03
창원 6계 2001-2156,공장,경남 김해시 진례면 고모리 546-1,"1,759,801,520","720,814,720",낙찰(4/5),"891,100,000",50.6%,2001.10.11
창원 7계 2001-2163,아파트,경남 창원시 마산회원구 내서읍 상곡리 192 중리근로복지아파트 205동 604호,"40,000,000","25,600,000",낙찰(2/3),"28,660,000",71.7%,2001.07.02
창원 9계 2001-2187,기타부동산,경남 의령군 용덕면 신촌리 43-2,"49,953,600","16,368,790",낙찰(5/7),"20,300,000",40.6%,2001.11.08
창원 1계 2001-2217,단독주택,경남 창원시 마산합포구 구산면 옥계리 875-1,"24,774,100","19,819,280",취하(1/1),0,0%,2001.08.31
창원 2계 2001-2224,단독주택,경남 창원시 진해구 현동 12-23,"79,245,440","63,396,350",취하(1/1),0,0%,2001.10.24
창원 7계 2001-2279,답,경남 창원시 의창구 대산면 가술리 1022,"40,950,000","26,208,000",취하(2/2),0,0%,2001.07.02
창원 8계 2001-2286,대지,경남 김해시 한림면 안곡리 563-2,"22,800,000","7,471,100",낙찰(5/6),"9,520,000",41.8%,2001.10.09
창원 3계 2001-2316,아파트,경남 김해시 외동 1261-9 한국아파트 205동 1203호,"45,000,000","36,000,000",낙찰(1/2),"43,510,000",96.7%,2001.07.31
창원 2계 2001-2330,전,경남 창원시 의창구 서상동 346,"100,548,000","64,350,720",낙찰(2/3),"68,670,000",68.3%,2001.08.24
창원 4계 2001-2354,단독주택,경남 창원시 마산회원구 구암동 1356-45,"86,253,500","44,161,790",낙찰(3/5),"53,000,000",61.4%,2001.12.27
창원 5계 2001-2361(1),상가,경남 창원시 마산합포구 반월동 85-11 이동 1층 3호,"21,000,000","5,505,020",낙찰(6/7),"6,550,000",31.2%,2001.11.27
창원 5계 2001-2361(2),단독주택,경남 창원시 마산합포구 반월동 83-12,"104,432,320","66,836,680",낙찰(2/3),"68,110,000",65.2%,2001.07.06
창원 6계 2001-2378,오피스텔(상가),경남 창원시 마산회원구 양덕동 153-8 한일오피스텔 1012호,"28,000,000","17,920,000",낙찰(2/3),"21,310,000",76.1%,2001.08.09
창원 4계 2001-2422,대지,경남 의령군 부림면 신반리 20-3,"8,700,000","3,563,520",낙찰(4/5),"3,710,000",42.6%,2001.11.21
창원 1계 2001-2439,공장,경남 김해시 부곡동 716-1,"1,275,639,000","653,127,160",낙찰(3/4),"753,500,000",59.1%,2001.07.27
창원 5계 2001-2477,답,경남 창원시 마산합포구 덕동동 310-3,"137,775,000","88,176,000",낙찰(2/3),"92,560,000",67.2%,2001.07.06
창원 6계 2001-2484,답,경남 함안군 군북면 박곡리 571,"78,244,500","78,244,500",취하(0/0),0,0%,2001.10.27
창원 8계 2001-2507,단독주택,경남 함안군 산인면 모곡리 191-7,"58,335,600","37,334,780",낙찰(2/3),"41,770,000",71.6%,2001.08.27
창원 9계 2001-2514,단독주택,경남 김해시 불암동 222-3,"101,564,700","81,251,760",낙찰(1/3),"85,500,000",84.2%,2001.10.12
창원 10계 2001-2521,임야,경남 김해시 주촌면 양동리 194-1,"612,936,000","313,823,230",낙찰(3/4),"341,000,000",55.6%,2001.09.25
창원 5계 2001-2538(1),답,경남 함안군 법수면 윤외리 1588,"64,225,000","32,883,200",낙찰(3/4),"45,000,000",70.1%,2001.10.29
창원 5계 2001-2538(2),답,경남 함안군 법수면 윤외리 1640,"12,210,000","7,814,400",낙찰(2/4),"10,000,000",81.9%,2001.10.29
창원 1계 2001-2545,아파트,경남 창원시 마산회원구 양덕동 15-27 경민인터빌 1705호,"110,000,000","70,400,000",낙찰(2/3),"75,600,000",68.7%,2001.10.05
창원 4계 2001-2576,대지,경남 창원시 마산합포구 진동면 진동리 197-12,"62,400,000","31,948,800",낙찰(3/4),"35,700,000",57.2%,2001.09.05
창원 5계 2001-2583,단독주택,경남 창원시 마산합포구 진전면 일암리 754-3,"50,392,630","25,801,020",낙찰(3/4),"28,000,000",55.6%,2001.08.03
창원 8계 2001-2613(1),답,경남 창원시 마산합포구 진동면 진동리 192-1,"4,080,000","1,069,536",낙찰(6/7),"1,190,000",29.2%,2001.11.07
창원 8계 2001-2613(2),잡종지,경남 창원시 마산합포구 진동면 진동리 197-5,"10,340,000","3,388,200",낙찰(5/6),"4,070,000",39.4%,2001.10.09
창원 10계 2001-2637,아파트,경남 김해시 진영읍 진영리 623-1 진영거성아파트 101동 410호,"44,000,000","28,160,000",낙찰(2/3),"32,320,000",73.5%,2001.07.30
창원 6계 2001-2644,공장,경남 김해시 상동면 매리 230-2,"797,460,800","634,435,840",낙찰(1/2),"676,850,000",84.9%,2001.09.03
창원 1계 2001-2651,단독주택,경남 창원시 마산합포구 월영동 620-12,"61,078,470","39,090,210",낙찰(2/3),"40,510,000",66.3%,2001.07.27
창원 3계 2001-2675,임야,경남 김해시 구산동 산6,"266,240,400","212,992,320",취하(1/1),0,0%,2001.08.30
창원 7계 2001-2712,단독주택,경남 창원시 진해구 경화동 230-3,"7,901,100","5,056,700",취하(2/2),0,0%,2001.07.02
창원 8계 2001-2729,아파트,경남 창원시 성산구 사파동 93 사파동성아파트 109동 2003호,"52,000,000","41,600,000",낙찰(1/3),"50,000,000",96.2%,2001.11.07
창원 10계 2001-2743,근린주택,경남 창원시 진해구 석동 217-2,"139,753,320","89,442,120",낙찰(2/3),"105,200,000",75.3%,2001.08.29
창원 7계 2001-2750,대지,경남 김해시 외동 694-1,"89,565,000","71,652,000",낙찰(1/2),"71,710,000",80.1%,2001.08.02
창원 1계 2001-2767,단독주택,경남 김해시 부원동 859-23,"41,756,280","33,405,020",취하(1/1),0,0%,2001.07.27
창원 2계 2001-2774,임야,경남 김해시 삼방동 산118-2,"311,233,250","101,981,630",낙찰(5/6),"120,000,000",38.6%,2001.10.24
창원 5계 2001-2804,대지,경남 김해시 불암동 184-27,"27,720,000","27,720,000",낙찰(0/1),"33,000,000",119.0%,2001.07.06
창원 7계 2001-2828,단독주택,경남 창원시 마산회원구 양덕동 52-12,"111,111,200","56,888,920",낙찰(3/4),"61,340,000",55.2%,2001.08.02
창원 8계 2001-2835,답,경남 의령군 봉수면 청계리 891,"326,700","209,080",취소(2/2),0,0%,2001.07.27
창원 1계 2001-2873(1),전,경남 창원시 의창구 북면 외감리 274,"20,640,000","16,512,000",취하(1/1),0,0%,2001.08.31
창원 1계 2001-2873(2),답,경남 창원시 의창구 북면 화천리 528-12,"66,090,000","52,872,000",취하(1/1),0,0%,2001.08.31
창원 5계 2001-2910,전,경남 김해시 삼방동 342,"11,064,000","7,080,960",취소(3/3),0,0%,2001.07.25
창원 6계 2001-2927(1),근린상가,경남 창원시 마산합포구 산호동 18-1 산호동삼성타운 102동 지하층1호,"84,000,000","22,020,100",낙찰(6/7),"27,680,000",33.0%,2001.12.04
창원 6계 2001-2927(2),근린상가,경남 창원시 마산합포구 산호동 18-1 산호동삼성타운 102동 지하층2호,"78,000,000","20,447,230",낙찰(6/7),"25,680,000",32.9%,2001.12.04
창원 6계 2001-2927(3),근린상가,경남 창원시 마산합포구 산호동 18-1 산호동삼성타운 102동 지하층3호,"60,000,000","15,728,640",낙찰(6/7),"20,730,000",34.5%,2001.12.04
창원 6계 2001-2927(4),근린상가,경남 창원시 마산합포구 산호동 18-1 산호동삼성타운 102동 지하층6호,"189,000,000","49,545,220",낙찰(6/7),"52,200,000",27.6%,2001.12.04
창원 9계 2001-2958,단독주택,경남 창원시 마산회원구 회성동 198-5,"64,640,280","33,095,810",낙찰(3/4),"40,300,000",62.3%,2001.07.12
창원 2계 2001-2996,임야,경남 김해시 상동면 매리 산97,"385,500,000","308,400,000",낙찰(1/2),"411,610,000",106.8%,2001.09.20
창원 4계 2001-3012,아파트,경남 창원시 의창구 동읍 신방리 52 동읍대한아파트 1614호,"50,000,000","32,000,000",낙찰(2/3),"36,400,000",72.8%,2001.07.26
창원 6계 2001-3036(1),근린상가,경남 창원시 마산합포구 해운동 60 대양팔래스상가 107호,"75,000,000","48,000,000",낙찰(2/3),"50,000,000",66.7%,2001.08.09
창원 6계 2001-3036(2),근린상가,경남 창원시 마산합포구 해운동 60 대양팔래스상가 108호,"48,000,000","24,576,000",유찰(4/4),0,0%,2001.09.03
창원 6계 2001-3036(3),근린상가,경남 창원시 마산합포구 해운동 60 대양팔래스상가 302호,"94,000,000","60,160,000",낙찰(2/3),"63,650,000",67.7%,2001.08.09
창원 6계 2001-3036(4),근린상가,경남 창원시 마산합포구 해운동 60 대양팔래스상가 303호,"77,000,000","49,280,000",낙찰(2/3),"52,100,000",67.7%,2001.08.09
창원 6계 2001-3036(5),근린상가,경남 창원시 마산합포구 해운동 60 대양팔래스상가 지하층 1호,"103,000,000","65,920,000",낙찰(0/2),"71,100,000",69.0%,2001.11.13
창원 6계 2001-3036(6),근린상가,경남 창원시 마산합포구 해운동 60 대양팔래스상가 1층 106호,"125,000,000","100,000,000",취하(1/1),0,0%,2001.10.11
창원 7계 2001-3043,다세대,경남 김해시 삼방동 577-2 건일파크빌라 402호,"56,000,000","35,840,000",취하(2/2),0,0%,2001.08.02
창원 9계 2001-3067,공장,경남 함안군 대산면 평림리 400-9,"444,266,800","145,577,340",낙찰(5/6),"152,000,000",34.2%,2001.09.14
창원 10계 2001-3074,답,경남 김해시 대동면 주동리 334-2,"74,750,000","47,840,000",낙찰(2/4),"52,320,000",70.0%,2001.08.29
창원 7계 2001-3159(1),전,경남 창원시 마산합포구 진전면 여양리 761,"7,590,000","7,590,000",취하(0/0),0,0%,2001.07.02
창원 7계 2001-3159(2),단독주택,경남 창원시 마산합포구 진전면 여양리 788-2,"45,481,080","45,481,080",취하(0/0),0,0%,2001.07.02
창원 7계 2001-3159(3),답,경남 창원시 마산합포구 진전면 여양리 794-1,"14,530,800","14,530,800",취하(0/0),0,0%,2001.07.02
창원 9계 2001-3197,아파트,경남 창원시 마산회원구 석전동 47-3 건우만복맨션 1501호,"81,000,000","41,472,000",낙찰(3/5),"54,950,000",67.8%,2001.12.06
창원 1계 2001-3203,답,경남 의령군 부림면 손오리 932-1,"44,745,000","18,327,550",낙찰(4/5),"18,610,000",41.6%,2001.11.09
창원 5계 2001-3241,아파트,경남 김해시 외동 283 조흥그린타운 101동 207호,"58,000,000","46,400,000",낙찰(1/2),"53,100,000",91.6%,2001.07.06
창원 6계 2001-3258,답,경남 김해시 한림면 장방리 37-1,"98,441,600","63,002,700",취하(2/2),0,0%,2001.09.03
창원 7계 2001-3265(1),답,경남 창원시 의창구 동읍 죽동리 845,"50,941,000","32,602,240",낙찰(2/3),"33,510,000",65.8%,2001.10.04
창원 7계 2001-3265(2),답,경남 창원시 의창구 대산면 모산리 536-9,"44,970,000","28,780,800",낙찰(2/3),"29,000,000",64.5%,2001.10.04
창원 7계 2001-3265(3),답,경남 창원시 의창구 대산면 북부리 159-21,"34,463,000","34,463,000",유찰(1/1),0,0%,2001.07.02
창원 7계 2001-3265(4),답,경남 창원시 의창구 대산면 북부리 159-36,"37,245,000","29,796,000",낙찰(1/3),"30,000,000",80.5%,2001.11.02
창원 9계 2001-3302,아파트,경남 창원시 진해구 근화동 23-3 외1 보문빌딩 303호,"72,000,000","46,080,000",취소(2/3),0,0%,2001.11.08
창원 2계 2001-3326(2),답,경남 김해시 대동면 조눌리 170-39,"53,550,000","34,272,000",낙찰(1/2),"43,000,000",80.3%,2001.08.24
창원 2계 2001-3326(3),답,경남 김해시 대동면 조눌리 170-41,"53,550,000","34,272,000",낙찰(2/3),"40,300,000",75.3%,2001.07.24
창원 3계 2001-3333,답,경남 김해시 대동면 괴정리 224-5,"69,920,000","55,936,000",취하(1/1),0,0%,2001.08.30
창원 5계 2001-3357,근린주택,경남 창원시 의창구 도계동 315-24,"204,887,160","131,127,770",낙찰(2/3),"140,200,000",68.4%,2001.08.03
창원 7계 2001-3371,다세대,경남 김해시 삼정동 29-15 강진빌라 302호,"57,000,000","29,184,000",낙찰(3/4),"34,110,000",59.8%,2001.10.04
창원 8계 2001-3388,전,경남 김해시 삼정동 60,"10,620,000","5,437,440",낙찰(3/4),"6,000,000",56.5%,2001.07.23
창원 10계 2001-3401,전,경남 창원시 마산합포구 구산면 반동리 373,"30,540,000","8,005,870",낙찰(6/7),"8,700,000",28.5%,2001.11.28
창원 2계 2001-3418,근린상가,경남 창원시 의창구 도계동 400-6 도계중앙시장 3층 5호,"32,000,000","20,480,000",낙찰(2/3),"23,480,000",73.4%,2001.10.24
창원 2계 2001-3432,오피스텔(상가),"경남 창원시 마산합포구 월영동 598-5 월영동에드,텔 606호","45,000,000","28,800,000",낙찰(2/3),"33,000,000",73.3%,2001.07.24
창원 7계 2001-3487,근린상가,경남 창원시 진해구 숭인동 16-1 외1 동양상가빌라 2차 102호,"105,000,000","43,008,000",낙찰(4/5),"54,890,000",52.3%,2001.09.06
창원 8계 2001-3494,아파트,경남 창원시 성산구 내동 454-9 내동아파트 3동 404호,"35,000,000","22,400,000",취하(2/2),0,0%,2001.07.23
창원 10계 2001-3517,근린주택,경남 김해시 내동 200-1,"266,080,440","136,233,180",낙찰(3/4),"163,000,000",61.3%,2001.08.29
창원 9계 2001-3524,아파트,경남 김해시 삼방동 691-2 한일아파트 8동 1101호,"53,000,000","42,400,000",낙찰(1/2),"51,500,000",97.2%,2001.08.17
창원 3계 2001-3555,전,경남 김해시 명법동 234-2,"10,416,000","4,266,390",낙찰(4/6),"4,500,000",43.2%,2001.10.30
창원 5계 2001-3579(1),전,경남 창원시 의창구 동읍 봉산리 71,"23,088,000","7,565,470",낙찰(5/6),"7,570,000",32.8%,2001.11.27
창원 5계 2001-3579(2),답,경남 창원시 진해구 제덕동 236,"167,390,000","107,129,600",낙찰(2/3),"113,330,000",67.7%,2001.08.03
창원 6계 2001-3586,오피스텔(상가),경남 창원시 마산합포구 해운동 65-2 한백마이존오피스텔 1007호,"35,000,000","28,000,000",낙찰(1/2),"35,010,000",100.0%,2001.11.13
창원 1계 2001-3630,임야,경남 함안군 칠북면 봉촌리 산236,"6,247,800","2,047,270",낙찰(5/6),"2,150,000",34.4%,2001.12.14
창원 1계 2001-3647,아파트,경남 김해시 진영읍 여래리 344 장복아파트 201동 1401호,"40,000,000","25,600,000",낙찰(2/3),"27,310,000",68.3%,2001.07.27
창원 7계 2001-3708,차량,경남 창원시 마산합포구 해운동 64 (주)신마산시장 주차장내 (보관장소),"14,000,000","11,200,000",낙찰(1/2),"13,200,000",94.3%,2001.09.06
창원 9계 2001-3722,답,경남 창원시 의창구 북면 외감리 183,"59,160,000","37,862,400",낙찰(2/3),"46,000,000",77.8%,2001.07.12
창원 10계 2001-3739,공장용지,경남 김해시 생림면 나전리 1091-6,"382,139,000","156,524,120",낙찰(4/5),"161,110,000",42.2%,2001.10.25
창원 2계 2001-3746(1),아파트상가,경남 김해시 삼방동 692 화인아파트 상가동 201호,"22,000,000","14,080,000",낙찰(2/3),"14,100,000",64.1%,2001.08.24
창원 2계 2001-3746(2),상가,경남 김해시 삼방동 692 화인아파트 상가동 202호,"21,000,000","13,440,000",낙찰(2/3),"13,500,000",64.3%,2001.08.24
창원 2계 2001-3746(3),상가,경남 김해시 삼방동 692 화인아파트 상가동 203호,"30,000,000","19,200,000",낙찰(2/3),"19,300,000",64.3%,2001.08.24
창원 2계 2001-3746(4),아파트상가,경남 김해시 삼방동 692 화인아파트 상가동 301호,"12,000,000","4,915,200",낙찰(4/5),"5,000,000",41.7%,2001.10.24
창원 2계 2001-3746(5),아파트상가,경남 김해시 삼방동 692 화인아파트 상가동 411호,"10,000,000","3,276,800",낙찰(5/6),"3,280,000",32.8%,2001.11.22
창원 6계 2001-3807,단독주택,경남 창원시 마산회원구 양덕동 105-38,"92,686,480","59,319,344",낙찰(2/3),"64,600,000",69.7%,2001.07.10
창원 8계 2001-3821,단독주택,경남 의령군 의령읍 서동리 319-1,"226,092,440","115,759,320",취하(3/3),0,0%,2001.12.11
창원 9계 2001-3838,단독주택,경남 의령군 칠곡면 신포리 509-6,"10,145,800","3,324,560",낙찰(5/6),"3,320,000",32.7%,2001.10.12
창원 3계 2001-3852,답,경남 의령군 용덕면 소상리 6,"9,699,000","7,759,200",낙찰(1/2),"7,800,000",80.4%,2001.07.31
창원 1계 2001-3869,전,경남 함안군 법수면 황사리 530-1,"9,504,000","7,603,200",취하(3/3),0,0%,2001.09.18
창원 5계 2001-3906,아파트,경남 창원시 마산합포구 진동면 진동리 400 성원이화맨션 A동 201호,"63,000,000","50,400,000",취소(1/1),0,0%,2001.07.25
창원 6계 2001-3913,단독주택,경남 창원시 마산회원구 내서읍 상곡리 42-1,"333,738,900","213,592,896",낙찰(2/3),"226,190,000",67.8%,2001.09.03
창원 7계 2001-3920,아파트,경남 창원시 의창구 소답동 127-1 서광빌라 303호,"76,000,000","60,800,000",낙찰(1/3),"63,100,000",83.0%,2001.08.02
창원 4계 2001-3968,아파트,경남 창원시 성산구 남양동 24 대방개나리2차아파트 206동 206호,"56,000,000","44,800,000",낙찰(1/2),"54,100,000",96.6%,2001.07.26
창원 3계 2001-3999,답,경남 창원시 마산합포구 진동면 사동리 53,"134,640,000","68,935,680",낙찰(3/4),"75,000,000",55.7%,2001.08.30
창원 4계 2001-4008,단독주택,경남 창원시 마산합포구 구산면 반동리 489-7,"53,365,000","34,153,600",낙찰(2/3),"35,550,000",66.6%,2001.07.26
창원 6계 2001-4022,숙박시설,경남 창원시 진해구 충무동 28-10,"311,569,200","199,404,288",낙찰(2/3),"240,020,000",77.0%,2001.07.10
창원 5계 2001-4077,대지,경남 창원시 의창구 북면 월백리 343-1,"24,420,000","15,628,800",낙찰(2/3),"15,640,000",64.0%,2001.09.21
창원 1계 2001-4084,아파트,경남 김해시 외동 1261-9 한국아파트 215동 801호,"45,000,000","45,000,000",취하(1/1),0,0%,2001.07.05
창원 2계 2001-4091,아파트,경남 김해시 진영읍 여래리 344 장복아파트 202동 301호,"38,000,000","24,320,000",낙찰(2/3),"28,270,000",74.4%,2001.09.20
창원 6계 2001-4138,대지,경남 창원시 진해구 이동 294-8,"67,080,000","27,475,970",낙찰(3/5),"22,000,000",32.8%,2001.10.11
창원 7계 2001-4145(1),단독주택,경남 창원시 마산합포구 진동면 신기리 397,"83,628,480","53,522,224",낙찰(2/3),"61,000,000",72.9%,2001.11.02
창원 7계 2001-4145(2),답,경남 창원시 마산합포구 진동면 신기리 463,"162,936,000","104,279,040",낙찰(2/3),"116,000,000",71.2%,2001.11.02
창원 7계 2001-4145(3),전,경남 창원시 마산합포구 진동면 신기리 550,"88,600,000","45,363,200",낙찰(3/4),"60,000,000",67.7%,2001.12.03
창원 9계 2001-4169,단독주택,경남 김해시 강동 418-4,"34,033,740","27,226,990",낙찰(1/2),"29,300,000",86.1%,2001.07.12
창원 6계 2001-4183,아파트,경남 김해시 진영읍 진영리 623-1 진영거성아파트 101동 611호,"44,000,000","35,200,000",낙찰(1/2),"35,350,000",80.3%,2001.08.09
창원 3계 2001-4213,전,경남 함안군 함안면 괴산리 649,"10,476,000","3,432,760",취소(6/6),0,0%,2001.10.25
창원 6계 2001-4244,아파트상가,경남 김해시 내동 121-7 홍익임대아파트 상가 A동 208호,"69,000,000","28,262,400",낙찰(4/5),"34,800,000",50.4%,2001.10.11
창원 7계 2001-4251,아파트,경남 김해시 진영읍 여래리 690 온누리타운 808호,"52,000,000","33,280,000",낙찰(2/3),"42,310,000",81.4%,2001.09.06
창원 10계 2001-4282(1),근린상가,경남 김해시 지내동 268-8 지내준공업지구 4B 6-ㄱL,"195,289,440","156,231,550",낙찰(1/2),"163,210,000",83.6%,2001.10.25
창원 10계 2001-4282(2),공장,경남 김해시 지내동 311-1 지내준공업지구 12B 1-ㄱL,"179,809,660","143,847,720",낙찰(1/2),"149,110,000",82.9%,2001.10.25
창원 1계 2001-4305(1),다세대,경남 김해시 삼방동 641-10 101호,"42,000,000","26,880,000",낙찰(2/3),"29,120,000",69.3%,2001.08.31
창원 1계 2001-4305(2),다세대,경남 김해시 삼방동 641-10 102호,"42,000,000","26,880,000",낙찰(2/3),"29,120,000",69.3%,2001.08.31
창원 1계 2001-4305(3),다세대,경남 김해시 삼방동 641-10 201호,"42,000,000","26,880,000",낙찰(2/3),"32,170,000",76.6%,2001.08.31
창원 1계 2001-4305(4),다세대,경남 김해시 삼방동 641-10 202호,"42,000,000","26,880,000",낙찰(2/3),"32,170,000",76.6%,2001.08.31
창원 3계 2001-4329,임야,경남 의령군 유곡면 상곡리 605-1,"3,193,500","2,043,840",낙찰(2/3),"2,100,000",65.8%,2001.07.31
창원 4계 2001-4336,아파트,경남 창원시 진해구 풍호동 83-3 외3 우성아파트 119동 303호,"56,000,000","35,840,000",낙찰(2/3),"42,680,000",76.2%,2001.09.05
창원 5계 2001-4343,단독주택,경남 창원시 마산회원구 석전동 33-31,"150,908,300","77,265,040",낙찰(3/4),"95,100,000",63.0%,2001.09.21
창원 6계 2001-4350,답,경남 창원시 의창구 북면 마산리 1097-2,"43,915,000","28,105,600",낙찰(2/3),"35,200,000",80.2%,2001.07.10
창원 7계 2001-4367,단독주택,경남 창원시 마산회원구 양덕동 46-11,"100,032,490","64,020,790",낙찰(2/3),"71,600,000",71.6%,2001.11.02
창원 10계 2001-4398,차량,경남 창원시 성산구 중앙동 96-2 (보관장소),"7,000,000","5,600,000",낙찰(1/2),"5,650,000",80.7%,2001.07.30
창원 3계 2001-4404(1),단독주택,경남 김해시 주촌면 덕암리 197,"232,985,700","149,110,840",취하(2/2),0,0%,2001.09.28
창원 3계 2001-4404(2),단독주택,경남 김해시 주촌면 덕암리 257,"8,960,000","5,734,400",취하(2/2),0,0%,2001.09.28
창원 2계 2001-4428(1),단독주택,경남 창원시 의창구 동읍 용잠리 404-4,"238,680,160","190,944,120",취하(2/2),0,0%,2001.08.31
