사건번호,용도,LTV_광주,LTV_전북,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기,기간구분
울산 2계 2020-7493,아파트,아파트,아파트,울산,북구,"울산 북구 천곡동 940-1 ,-15 우방 101동 15층 1504호","64,000,000","44,800,000",낙찰,"51,230,000",80.0%,2021-05-12,2021_2Q,3
울산 5계 2020-7547,아파트,아파트,아파트,울산,남구,울산 남구 신정동 942-10 영보가든맨션 10층 1003호,"215,000,000","150,500,000",낙찰,"160,500,000",74.7%,2021-06-02,2021_2Q,3
울산 2계 2020-7653,아파트,아파트,아파트,울산,울주군,"울산 울주군 온양읍 운화리 6-6 ,-7,-9,-8 운화 4층 404호","58,000,000","40,600,000",낙찰,"53,500,000",92.2%,2021-06-16,2021_2Q,3
울산 9계 2020-7752,아파트,아파트,아파트,울산,북구,울산 북구 매곡동 855 매곡푸르지오2단지 203동 12층 1202호,"247,000,000","247,000,000",낙찰,"285,111,000",115.4%,2021-05-25,2021_2Q,3
울산 5계 2020-7776(2),주상복합(주거),기타토지,기타토지,울산,동구,울산 동구 방어동 925-10 하우스토리 9층 901호,"325,000,000","227,500,000",낙찰,"280,000,000",86.2%,2021-06-02,2021_2Q,3
울산 2계 2020-7790,아파트,아파트,아파트,울산,남구,울산 남구 신정동 942-10 영보가든맨션 3층 309호,"190,000,000","93,100,000",낙찰,"141,990,000",74.7%,2021-05-12,2021_2Q,3
울산 6계 2020-7820,다가구,다가구,다가구,울산,중구,울산 중구 성안동 826-14,"1,089,165,820","533,691,000",낙찰,"681,999,000",62.6%,2021-06-22,2021_2Q,3
울산 10계 2020-7875,아파트,아파트,아파트,울산,동구,울산 동구 전하동 684-2 삼창파크 B동 5층 509호,"118,000,000","82,600,000",낙찰,"90,770,000",76.9%,2021-06-17,2021_2Q,3
울산 3계 2020-8090,아파트,아파트,아파트,울산,남구,울산 남구 야음동 570-1 번영로롯데인벤스스위트 102동 12층 1204호,"310,000,000","310,000,000",낙찰,"361,500,000",116.6%,2021-05-26,2021_2Q,3
울산 3계 2020-8304,아파트,아파트,아파트,울산,북구,"울산 북구 상안동 381-1 ,369-6,371-11,1204-21,천곡동 409,1022-12 쌍용아진그린타운 210동 2층 206호","144,000,000","144,000,000",낙찰,"155,000,000",107.6%,2021-05-26,2021_2Q,3
울산 2계 2020-8403,아파트,아파트,아파트,울산,중구,울산 중구 동동 470-6 현대골든타워 13층 1305호,"111,000,000","77,700,000",낙찰,"101,290,000",91.3%,2021-05-12,2021_2Q,3
울산 5계 2020-8434(1),과수원,과수원,과수원,울산,울주군,울산 울주군 서생면 나사리 404-6,"1,943,340,000","1,943,340,000",낙찰,"2,041,000,000",105.0%,2021-06-02,2021_2Q,3
울산 5계 2020-8434(3),과수원,과수원,과수원,울산,울주군,울산 울주군 서생면 나사리 405-1,"630,180,000","630,180,000",낙찰,"719,000,000",114.1%,2021-06-02,2021_2Q,3
울산 10계 2020-8496,다세대,다세대주택,다세대,울산,남구,울산 남구 신정동 153-2 정우빌라 3층 302호,"95,000,000","66,500,000",낙찰,"77,777,780",81.9%,2021-06-17,2021_2Q,3
울산 2계 2020-8533,다가구,다가구,다가구,울산,남구,울산 남구 무거동 202-1,"1,180,607,800","826,425,000",낙찰,"910,200,000",77.1%,2021-05-12,2021_2Q,3
울산 10계 2020-8564,차량,기타토지,기타토지,울산,남구,울산 남구 두왕동 453-7 현대주차장내 보관,"25,000,000","17,500,000",낙찰,"22,800,000",91.2%,2021-06-17,2021_2Q,3
울산 10계 2020-8632,단독주택,단독,단독주택,울산,동구,울산 동구 방어동 607-12,"765,259,040","535,681,000",낙찰,"548,888,000",71.7%,2021-06-17,2021_2Q,3
울산 3계 2020-8694,아파트,아파트,아파트,울산,동구,"울산 동구 서부동 238-29 ,-28 현대패밀리명덕 102동 11층 1108호","134,000,000","134,000,000",낙찰,"143,350,000",107.0%,2021-05-26,2021_2Q,3
울산 1계 2020-9024,아파트,아파트,아파트,울산,중구,울산 중구 우정동 369-1 선경2차 201동 3층 301호,"448,000,000","448,000,000",낙찰,"518,000,000",115.6%,2021-06-09,2021_2Q,3
울산 4계 2020-9055,숙박시설,숙박시설,숙박시설,울산,남구,울산 남구 달동 1326-15,"1,295,575,870","906,903,000",낙찰,"1,046,001,000",80.7%,2021-05-20,2021_2Q,3
울산 9계 2020-9147,유지,기타토지,기타토지,울산,울주군,울산 울주군 웅촌면 검단리 162-6,"2,574,000","2,574,000",낙찰,"2,674,000",103.9%,2021-06-24,2021_2Q,3
